#,Time of Day,Thread,Module,API,Return Value,Error,Duration
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000004
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""VirtualProtect"" )",,,0
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.000001
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000008
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000029
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000007
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""CreateThread"" )",,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.000001
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000011
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000011
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000006
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""GetDriveTypeW"" )",,,0
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000441
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000017
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000004
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000025
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000017
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""GetVolumeInformationW"" )",,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000009
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000009
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000006
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""FindFirstFileW"" )",,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000006
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.0000008
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000004
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""FindNextFileW"" )",,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000007
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""kernel32.dll"" )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""kernel32.dll"" )",,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_SUCCESS,,0.000001
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000006
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitString ( 0x000000000008fe40, ""FindClose"" )",,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlEnterCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlCaptureStackBackTrace ( 0, 16, 0x000000000008fbf0, NULL )",3,,0.0000009
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fe00, ""shell32.dll"" )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fe40, 0x000000000008fe00, TRUE )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeString ( 0x000000000008fe00, ""shell32.dll"" )",,,0.0000001
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrGetDllHandle ( NULL, NULL, 0x000000000008fe00, 0x000000000008fe20 )",STATUS_DLL_NOT_FOUND,0xc0000135 = The code execution cannot proceed because %hs was not found. Reinstalling the program may fix this problem. ,0.000001
00:00.0,53:36.7,1,KERNELBASE.dll,RtlNtStatusToDosError ( STATUS_DLL_NOT_FOUND ),ERROR_MOD_NOT_FOUND,,0.0000011
00:00.0,53:36.7,1,KERNELBASE.dll,RtlSetLastWin32Error ( ERROR_MOD_NOT_FOUND ),,,0.0000002
00:00.0,53:36.7,1,KERNELBASE.dll,RtlFreeUnicodeString ( 0x000000000008fe40 ),,,0.0000006
00:00.0,53:36.7,1,KERNELBASE.dll,"NtAllocateVirtualMemory ( GetCurrentProcess(), 0x000000000008fe10, 0, 0x000000000008fe18, MEM_COMMIT | MEM_RESERVE, PAGE_READWRITE )",STATUS_SUCCESS,,0.0000063
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitAnsiStringEx ( 0x000000000008fd80, ""shell32.dll"" )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlAnsiStringToUnicodeString ( 0x000000000008fdc0, 0x000000000008fd80, TRUE )",STATUS_SUCCESS,,0.0000011
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlInitUnicodeStringEx ( 0x000000000008fd70, ""shell32.dll"" )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,KERNELBASE.dll,"LdrLoadDll ( 1, 0x000000000008fda0, 0x000000000008fd70, 0x000000000008fdb8 )",STATUS_SUCCESS,,0.0115262
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff7ba40000, 0x0000000000000018, 0x0000000000000002, 0x000000000008f570, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_NAME_NOT_FOUND,0xc000008b = Indicates the specified resource name cannot be found in the image file. ,0.000005
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff79d60000, 0x0000000000000018, 0x0000000000000002, 0x000000000008eee0, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.0000059
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff7c3d0000, 0x0000000000000018, 0x0000000000000002, 0x000000000008eee0, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.0000061
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff7a290000, 0x0000000000000018, 0x0000000000000002, 0x000000000008eee0, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_NAME_NOT_FOUND,0xc000008b = Indicates the specified resource name cannot be found in the image file. ,0.0000143
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000013
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff798a0000, 0x0000000000000018, 0x0000000000000002, 0x000000000008e850, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.0000099
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff798d0000, 0x0000000000000018, 0x0000000000000002, 0x000000000008e850, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.0001401
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000005
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff79850000, 0x0000000000000018, 0x0000000000000002, 0x000000000008e1c0, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_DATA_NOT_FOUND,0xc0000089 = Indicates the specified image file did not contain a resource section. ,0.0000016
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000004
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff79880000, 0x0000000000000018, 0x0000000000000002, 0x000000000008e850, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.000006
00:00.0,53:36.7,1,KERNELBASE.dll,"RtlRunOnceExecuteOnce ( 0x00007fff7abe8c70, 0x00007fff7ab5bca0, NULL, NULL )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.7,1,KERNEL32.DLL,"LdrResFindResourceDirectory ( 0x00007fff79d40000, 0x0000000000000018, 0x0000000000000002, 0x000000000008eee0, NULL, NULL, 0x0000000000000010 )",STATUS_RESOURCE_TYPE_NOT_FOUND,0xc000008a = Indicates the specified resource type cannot be found in the image file. ,0.0000154
00:00.0,53:36.7,1,apphelp.dll,RtlTryEnterCriticalSection ( 0x00007fff77b31ec0 ),TRUE,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"RtlDosPathNameToNtPathName_U ( ""C:\WINDOWS\System32\cfgmgr32.dll"", 0x000000000008f4c0, NULL, NULL )",TRUE,,0.0000025
00:00.0,53:36.7,1,apphelp.dll,"NtOpenFile ( 0x000000000008f4b0, READ_CONTROL, 0x000000000008f4e0, 0x000000000008f4d0, FILE_SHARE_DELETE | FILE_SHARE_READ, 0 )",STATUS_SUCCESS,,0.0000967
00:00.0,53:36.7,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, NULL, 0, 0x000000000008f558 )",STATUS_BUFFER_TOO_SMALL,0xc0000023 = {Buffer Too Small} The buffer is too small to contain the entry. No information has been written to the buffer. ,0.0000078
00:00.0,53:36.7,1,apphelp.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_ZERO_MEMORY, 52 )",0x00000000004f3b30,,0.0000013
00:00.0,53:36.7,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, 0x00000000004f3b30, 52, 0x000000000008f558 )",STATUS_SUCCESS,,0.0000022
00:00.0,53:36.7,1,apphelp.dll,"RtlGetOwnerSecurityDescriptor ( 0x00000000004f3b30, 0x000000000008f4b8, 0x000000000008f540 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"RtlEqualSid ( 0x00000000004f3b44, 0x0000000000133980 )",TRUE,,0.0000007
00:00.0,53:36.7,1,apphelp.dll,RtlFreeUnicodeString ( 0x000000000008f4c0 ),,,0.0000017
00:00.0,53:36.7,1,apphelp.dll,NtClose ( 0x000000000000015c ),STATUS_SUCCESS,,0.0000223
00:00.0,53:36.7,1,apphelp.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f3b30 )",TRUE,,0.0000008
00:00.0,53:36.7,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000068
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000003
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000007
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff79d60000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlLeaveCriticalSection ( 0x00007fff77b31ec0 ),STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlTryEnterCriticalSection ( 0x00007fff77b31ec0 ),TRUE,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,RtlAcquireSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"RtlDosPathNameToNtPathName_U ( ""C:\WINDOWS\System32\shcore.dll"", 0x000000000008f4c0, NULL, NULL )",TRUE,,0.0000039
00:00.0,53:36.7,1,apphelp.dll,"NtOpenFile ( 0x000000000008f4b0, READ_CONTROL, 0x000000000008f4e0, 0x000000000008f4d0, FILE_SHARE_DELETE | FILE_SHARE_READ, 0 )",STATUS_SUCCESS,,0.0000589
00:00.0,53:36.7,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, NULL, 0, 0x000000000008f558 )",STATUS_BUFFER_TOO_SMALL,0xc0000023 = {Buffer Too Small} The buffer is too small to contain the entry. No information has been written to the buffer. ,0.0000076
00:00.0,53:36.7,1,apphelp.dll,"RtlAllocateHeap ( 0x0000000000130000, HEAP_ZERO_MEMORY, 52 )",0x00000000004f3b30,,0.0000017
00:00.0,53:36.7,1,apphelp.dll,"NtQuerySecurityObject ( 0x000000000000015c, OWNER_SECURITY_INFORMATION, 0x00000000004f3b30, 52, 0x000000000008f558 )",STATUS_SUCCESS,,0.0000024
00:00.0,53:36.7,1,apphelp.dll,"RtlGetOwnerSecurityDescriptor ( 0x00000000004f3b30, 0x000000000008f4b8, 0x000000000008f540 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"RtlEqualSid ( 0x00000000004f3b44, 0x0000000000133980 )",TRUE,,0.0000004
00:00.0,53:36.7,1,apphelp.dll,RtlFreeUnicodeString ( 0x000000000008f4c0 ),,,0.0000027
00:00.0,53:36.7,1,apphelp.dll,NtClose ( 0x000000000000015c ),STATUS_SUCCESS,,0.0000242
00:00.0,53:36.7,1,apphelp.dll,"RtlFreeHeap ( 0x0000000000130000, 0, 0x00000000004f3b30 )",TRUE,,0.0000015
00:00.0,53:36.7,1,apphelp.dll,RtlReleaseSRWLockExclusive ( 0x0000000000138030 ),,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000006
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000002
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
00:00.0,53:36.7,1,apphelp.dll,"LdrFindEntryForAddress ( 0x00007fff7c3d0000, 0x000000000008f5e8 )",STATUS_SUCCESS,,0.0000001
